,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,date,circuitRef,location,country,constructorRef,nationality_y,position_quali,stop,lap,milliseconds
27,22131,900,825,1,4,2,2,18.0,57,01:33.1,205.131,Finished,kevin_magnussen,10/5/1992,Danish,2014,1,3/16/2014,albert_park,Melbourne,Australia,mclaren,British,4.0,1,12,23150
28,22131,900,825,1,4,2,2,18.0,57,01:33.1,205.131,Finished,kevin_magnussen,10/5/1992,Danish,2014,1,3/16/2014,albert_park,Melbourne,Australia,mclaren,British,4.0,2,37,22273
29,20808,842,1,1,2,8,8,4.0,56,01:41.5,196.575,Finished,hamilton,1/7/1985,British,2011,2,4/10/2011,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,1,12,22552
30,20808,842,1,1,2,8,8,4.0,56,01:41.5,196.575,Finished,hamilton,1/7/1985,British,2011,2,4/10/2011,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,2,24,22611
31,20808,842,1,1,2,8,8,4.0,56,01:41.5,196.575,Finished,hamilton,1/7/1985,British,2011,2,4/10/2011,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,3,37,25382
32,20808,842,1,1,2,8,8,4.0,56,01:41.5,196.575,Finished,hamilton,1/7/1985,British,2011,2,4/10/2011,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,4,52,22466
33,20802,842,18,1,4,2,2,18.0,56,01:41.3,197.057,Finished,button,1/19/1980,British,2011,2,4/10/2011,sepang,Kuala Lumpur,Malaysia,mclaren,British,4.0,1,13,22400
34,20802,842,18,1,4,2,2,18.0,56,01:41.3,197.057,Finished,button,1/19/1980,British,2011,2,4/10/2011,sepang,Kuala Lumpur,Malaysia,mclaren,British,4.0,2,23,22471
35,20802,842,18,1,4,2,2,18.0,56,01:41.3,197.057,Finished,button,1/19/1980,British,2011,2,4/10/2011,sepang,Kuala Lumpur,Malaysia,mclaren,British,4.0,3,38,22483
36,21258,861,1,1,1,3,3,15.0,56,01:41.5,196.523,Finished,hamilton,1/7/1985,British,2012,2,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,1.0,1,5,24271
37,21258,861,1,1,1,3,3,15.0,56,01:41.5,196.523,Finished,hamilton,1/7/1985,British,2012,2,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,1.0,2,14,27961
38,21258,861,1,1,1,3,3,15.0,56,01:41.5,196.523,Finished,hamilton,1/7/1985,British,2012,2,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,1.0,3,41,26338
39,21269,861,18,1,2,14,14,0.0,56,01:42.1,195.443,Finished,button,1/19/1980,British,2012,2,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,1,4,24305
40,21269,861,18,1,2,14,14,0.0,56,01:42.1,195.443,Finished,button,1/19/1980,British,2012,2,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,2,13,25922
41,21269,861,18,1,2,14,14,0.0,56,01:42.1,195.443,Finished,button,1/19/1980,British,2012,2,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,3,15,36517
42,21269,861,18,1,2,14,14,0.0,56,01:42.1,195.443,Finished,button,1/19/1980,British,2012,2,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,4,24,23509
43,21269,861,18,1,2,14,14,0.0,56,01:42.1,195.443,Finished,button,1/19/1980,British,2012,2,3/25/2012,sepang,Kuala Lumpur,Malaysia,mclaren,British,2.0,5,39,23477
44,21750,881,18,1,7,17,17,0.0,53,01:40.6,198.444,Withdrew,button,1/19/1980,British,2013,2,3/24/2013,sepang,Kuala Lumpur,Malaysia,mclaren,British,8.0,1,7,22448
45,21750,881,18,1,7,17,17,0.0,53,01:40.6,198.444,Withdrew,button,1/19/1980,British,2013,2,3/24/2013,sepang,Kuala Lumpur,Malaysia,mclaren,British,8.0,2,21,21028
46,21750,881,18,1,7,17,17,0.0,53,01:40.6,198.444,Withdrew,button,1/19/1980,British,2013,2,3/24/2013,sepang,Kuala Lumpur,Malaysia,mclaren,British,8.0,3,35,104833
47,21742,881,815,1,9,9,9,2.0,56,01:39.2,201.159,Finished,perez,1/26/1990,Mexican,2013,2,3/24/2013,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,1,7,21583
48,21742,881,815,1,9,9,9,2.0,56,01:39.2,201.159,Finished,perez,1/26/1990,Mexican,2013,2,3/24/2013,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,2,22,20894
49,21742,881,815,1,9,9,9,2.0,56,01:39.2,201.159,Finished,perez,1/26/1990,Mexican,2013,2,3/24/2013,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,3,33,21338
50,21742,881,815,1,9,9,9,2.0,56,01:39.2,201.159,Finished,perez,1/26/1990,Mexican,2013,2,3/24/2013,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,4,54,21366
51,22157,901,18,1,10,6,6,8.0,56,01:46.0,188.183,Finished,button,1/19/1980,British,2014,2,3/30/2014,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,1,13,24841
52,22157,901,18,1,10,6,6,8.0,56,01:46.0,188.183,Finished,button,1/19/1980,British,2014,2,3/30/2014,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,2,25,24524
53,22157,901,18,1,10,6,6,8.0,56,01:46.0,188.183,Finished,button,1/19/1980,British,2014,2,3/30/2014,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,3,39,25028
54,22160,901,825,1,8,9,9,2.0,55,01:45.4,189.372,+1 Lap,kevin_magnussen,10/5/1992,Danish,2014,2,3/30/2014,sepang,Kuala Lumpur,Malaysia,mclaren,British,8.0,1,9,37116
55,22160,901,825,1,8,9,9,2.0,55,01:45.4,189.372,+1 Lap,kevin_magnussen,10/5/1992,Danish,2014,2,3/30/2014,sepang,Kuala Lumpur,Malaysia,mclaren,British,8.0,2,24,30661
56,22160,901,825,1,8,9,9,2.0,55,01:45.4,189.372,+1 Lap,kevin_magnussen,10/5/1992,Danish,2014,2,3/30/2014,sepang,Kuala Lumpur,Malaysia,mclaren,British,8.0,3,39,24415
57,22573,927,4,1,18,R,18,0.0,21,01:48.5,183.983,ERS,alonso,7/29/1981,Spanish,2015,2,3/29/2015,sepang,Kuala Lumpur,Malaysia,mclaren,British,18.0,1,4,25222
58,22572,927,18,1,17,R,17,0.0,41,01:46.1,188.153,Turbo,button,1/19/1980,British,2015,2,3/29/2015,sepang,Kuala Lumpur,Malaysia,mclaren,British,17.0,1,4,33027
59,22572,927,18,1,17,R,17,0.0,41,01:46.1,188.153,Turbo,button,1/19/1980,British,2015,2,3/29/2015,sepang,Kuala Lumpur,Malaysia,mclaren,British,17.0,2,21,25581
60,22572,927,18,1,17,R,17,0.0,41,01:46.1,188.153,Turbo,button,1/19/1980,British,2015,2,3/29/2015,sepang,Kuala Lumpur,Malaysia,mclaren,British,17.0,3,35,25846
61,23672,983,4,1,10,11,11,0.0,55,01:36.5,206.783,+1 Lap,alonso,7/29/1981,Spanish,2017,15,10/1/2017,sepang,Kuala Lumpur,Malaysia,mclaren,British,10.0,1,26,25798
62,23668,983,838,1,7,7,7,6.0,55,01:35.9,208.012,+1 Lap,vandoorne,3/26/1992,Belgian,2017,15,10/1/2017,sepang,Kuala Lumpur,Malaysia,mclaren,British,7.0,1,13,24580
63,23253,963,4,1,22,7,7,6.0,56,01:38.3,203.017,Finished,alonso,7/29/1981,Spanish,2016,16,10/2/2016,sepang,Kuala Lumpur,Malaysia,mclaren,British,22.0,1,9,25195
64,23253,963,4,1,22,7,7,6.0,56,01:38.3,203.017,Finished,alonso,7/29/1981,Spanish,2016,16,10/2/2016,sepang,Kuala Lumpur,Malaysia,mclaren,British,22.0,2,27,24061
65,23253,963,4,1,22,7,7,6.0,56,01:38.3,203.017,Finished,alonso,7/29/1981,Spanish,2016,16,10/2/2016,sepang,Kuala Lumpur,Malaysia,mclaren,British,22.0,3,40,23920
66,23255,963,18,1,9,9,9,2.0,56,01:38.7,202.094,Finished,button,1/19/1980,British,2016,16,10/2/2016,sepang,Kuala Lumpur,Malaysia,mclaren,British,9.0,1,9,24738
67,23255,963,18,1,9,9,9,2.0,56,01:38.7,202.094,Finished,button,1/19/1980,British,2016,16,10/2/2016,sepang,Kuala Lumpur,Malaysia,mclaren,British,9.0,2,37,24645
68,20874,845,1,1,3,2,2,18.0,66,01:26.7,193.227,Finished,hamilton,1/7/1985,British,2011,5,5/22/2011,catalunya,Montmeló,Spain,mclaren,British,3.0,1,11,19761
69,20874,845,1,1,3,2,2,18.0,66,01:26.7,193.227,Finished,hamilton,1/7/1985,British,2011,5,5/22/2011,catalunya,Montmeló,Spain,mclaren,British,3.0,2,23,20235
70,20874,845,1,1,3,2,2,18.0,66,01:26.7,193.227,Finished,hamilton,1/7/1985,British,2011,5,5/22/2011,catalunya,Montmeló,Spain,mclaren,British,3.0,3,35,20473
71,20874,845,1,1,3,2,2,18.0,66,01:26.7,193.227,Finished,hamilton,1/7/1985,British,2011,5,5/22/2011,catalunya,Montmeló,Spain,mclaren,British,3.0,4,49,20988
72,20875,845,18,1,5,3,3,15.0,66,01:27.5,191.48,Finished,button,1/19/1980,British,2011,5,5/22/2011,catalunya,Montmeló,Spain,mclaren,British,5.0,1,14,20015
73,20875,845,18,1,5,3,3,15.0,66,01:27.5,191.48,Finished,button,1/19/1980,British,2011,5,5/22/2011,catalunya,Montmeló,Spain,mclaren,British,5.0,2,30,20763
74,20875,845,18,1,5,3,3,15.0,66,01:27.5,191.48,Finished,button,1/19/1980,British,2011,5,5/22/2011,catalunya,Montmeló,Spain,mclaren,British,5.0,3,48,20107
75,21335,864,1,1,24,8,8,4.0,66,01:28.9,188.465,Finished,hamilton,1/7/1985,British,2012,5,5/13/2012,catalunya,Montmeló,Spain,mclaren,British,1.0,1,14,21963
76,21335,864,1,1,24,8,8,4.0,66,01:28.9,188.465,Finished,hamilton,1/7/1985,British,2012,5,5/13/2012,catalunya,Montmeló,Spain,mclaren,British,1.0,2,35,19980
77,21336,864,18,1,10,9,9,2.0,66,01:28.6,189.09,Finished,button,1/19/1980,British,2012,5,5/13/2012,catalunya,Montmeló,Spain,mclaren,British,11.0,1,9,20333
78,21336,864,18,1,10,9,9,2.0,66,01:28.6,189.09,Finished,button,1/19/1980,British,2012,5,5/13/2012,catalunya,Montmeló,Spain,mclaren,British,11.0,2,25,21061
79,21336,864,18,1,10,9,9,2.0,66,01:28.6,189.09,Finished,button,1/19/1980,British,2012,5,5/13/2012,catalunya,Montmeló,Spain,mclaren,British,11.0,3,38,19888
80,22228,904,18,1,8,11,11,0.0,65,01:30.6,185.042,+1 Lap,button,1/19/1980,British,2014,5,5/11/2014,catalunya,Montmeló,Spain,mclaren,British,8.0,1,17,21810
81,22228,904,18,1,8,11,11,0.0,65,01:30.6,185.042,+1 Lap,button,1/19/1980,British,2014,5,5/11/2014,catalunya,Montmeló,Spain,mclaren,British,8.0,2,36,24408
82,22229,904,825,1,14,12,12,0.0,65,01:30.3,185.544,+1 Lap,kevin_magnussen,10/5/1992,Danish,2014,5,5/11/2014,catalunya,Montmeló,Spain,mclaren,British,15.0,1,19,21894
83,22229,904,825,1,14,12,12,0.0,65,01:30.3,185.544,+1 Lap,kevin_magnussen,10/5/1992,Danish,2014,5,5/11/2014,catalunya,Montmeló,Spain,mclaren,British,15.0,2,41,21768
84,22635,930,4,1,13,R,20,0.0,26,01:33.4,179.446,Brakes,alonso,7/29/1981,Spanish,2015,5,5/10/2015,catalunya,Montmeló,Spain,mclaren,British,13.0,1,21,23728
85,22631,930,18,1,14,16,16,0.0,65,01:31.2,183.826,+1 Lap,button,1/19/1980,British,2015,5,5/10/2015,catalunya,Montmeló,Spain,mclaren,British,14.0,1,11,22589
86,22631,930,18,1,14,16,16,0.0,65,01:31.2,183.826,+1 Lap,button,1/19/1980,British,2015,5,5/10/2015,catalunya,Montmeló,Spain,mclaren,British,14.0,2,27,23327
87,22631,930,18,1,14,16,16,0.0,65,01:31.2,183.826,+1 Lap,button,1/19/1980,British,2015,5,5/10/2015,catalunya,Montmeló,Spain,mclaren,British,14.0,3,44,24066
88,23470,973,4,1,7,12,12,0.0,64,01:23.9,199.752,+2 Laps,alonso,7/29/1981,Spanish,2017,5,5/14/2017,catalunya,Montmeló,Spain,mclaren,British,7.0,1,12,22690
89,23470,973,4,1,7,12,12,0.0,64,01:23.9,199.752,+2 Laps,alonso,7/29/1981,Spanish,2017,5,5/14/2017,catalunya,Montmeló,Spain,mclaren,British,7.0,2,31,23354
90,23470,973,4,1,7,12,12,0.0,64,01:23.9,199.752,+2 Laps,alonso,7/29/1981,Spanish,2017,5,5/14/2017,catalunya,Montmeló,Spain,mclaren,British,7.0,3,51,22923
91,23476,973,838,1,20,R,18,0.0,32,01:27.6,191.401,Collision,vandoorne,3/26/1992,Belgian,2017,5,5/14/2017,catalunya,Montmeló,Spain,mclaren,British,19.0,1,12,22547
92,23869,993,4,1,8,8,8,4.0,65,01:20.7,207.588,+1 Lap,alonso,7/29/1981,Spanish,2018,5,5/13/2018,catalunya,Montmeló,Spain,mclaren,British,8.0,1,21,21721
93,23876,993,838,1,11,R,15,0.0,45,01:22.6,202.896,Gearbox,vandoorne,3/26/1992,Belgian,2018,5,5/13/2018,catalunya,Montmeló,Spain,mclaren,British,11.0,1,34,27416
94,21807,884,18,1,14,8,8,4.0,66,01:28.0,190.524,Finished,button,1/19/1980,British,2013,5,5/12/2013,catalunya,Montmeló,Spain,mclaren,British,14.0,1,11,18810
95,21807,884,18,1,14,8,8,4.0,66,01:28.0,190.524,Finished,button,1/19/1980,British,2013,5,5/12/2013,catalunya,Montmeló,Spain,mclaren,British,14.0,2,28,19196
96,21807,884,18,1,14,8,8,4.0,66,01:28.0,190.524,Finished,button,1/19/1980,British,2013,5,5/12/2013,catalunya,Montmeló,Spain,mclaren,British,14.0,3,46,19290
97,21808,884,815,1,8,9,9,2.0,66,01:27.3,192.066,Finished,perez,1/26/1990,Mexican,2013,5,5/12/2013,catalunya,Montmeló,Spain,mclaren,British,9.0,1,10,19250
98,21808,884,815,1,8,9,9,2.0,66,01:27.3,192.066,Finished,perez,1/26/1990,Mexican,2013,5,5/12/2013,catalunya,Montmeló,Spain,mclaren,British,9.0,2,23,20578
99,21808,884,815,1,8,9,9,2.0,66,01:27.3,192.066,Finished,perez,1/26/1990,Mexican,2013,5,5/12/2013,catalunya,Montmeló,Spain,mclaren,British,9.0,3,38,19866
100,21808,884,815,1,8,9,9,2.0,66,01:27.3,192.066,Finished,perez,1/26/1990,Mexican,2013,5,5/12/2013,catalunya,Montmeló,Spain,mclaren,British,9.0,4,50,19993
101,23023,952,4,1,10,R,19,0.0,45,01:29.8,186.718,Engine,alonso,7/29/1981,Spanish,2016,5,5/15/2016,catalunya,Montmeló,Spain,mclaren,British,10.0,1,11,21795
102,23023,952,4,1,10,R,19,0.0,45,01:29.8,186.718,Engine,alonso,7/29/1981,Spanish,2016,5,5/15/2016,catalunya,Montmeló,Spain,mclaren,British,10.0,2,39,22987
103,23013,952,18,1,12,9,9,2.0,65,01:30.3,185.663,+1 Lap,button,1/19/1980,British,2016,5,5/15/2016,catalunya,Montmeló,Spain,mclaren,British,12.0,1,10,22280
104,23013,952,18,1,12,9,9,2.0,65,01:30.3,185.663,+1 Lap,button,1/19/1980,British,2016,5,5/15/2016,catalunya,Montmeló,Spain,mclaren,British,12.0,2,36,22590
105,20852,844,1,1,4,4,4,12.0,58,01:30.1,213.264,Finished,hamilton,1/7/1985,British,2011,4,5/8/2011,istanbul,Istanbul,Turkey,mclaren,British,4.0,1,9,20833
106,20852,844,1,1,4,4,4,12.0,58,01:30.1,213.264,Finished,hamilton,1/7/1985,British,2011,4,5/8/2011,istanbul,Istanbul,Turkey,mclaren,British,4.0,2,20,21075
107,20852,844,1,1,4,4,4,12.0,58,01:30.1,213.264,Finished,hamilton,1/7/1985,British,2011,4,5/8/2011,istanbul,Istanbul,Turkey,mclaren,British,4.0,3,34,35688
108,20852,844,1,1,4,4,4,12.0,58,01:30.1,213.264,Finished,hamilton,1/7/1985,British,2011,4,5/8/2011,istanbul,Istanbul,Turkey,mclaren,British,4.0,4,46,22041
109,20854,844,18,1,6,6,6,8.0,58,01:31.2,210.786,Finished,button,1/19/1980,British,2011,4,5/8/2011,istanbul,Istanbul,Turkey,mclaren,British,6.0,1,13,21368
110,20854,844,18,1,6,6,6,8.0,58,01:31.2,210.786,Finished,button,1/19/1980,British,2011,4,5/8/2011,istanbul,Istanbul,Turkey,mclaren,British,6.0,2,26,22639
111,20854,844,18,1,6,6,6,8.0,58,01:31.2,210.786,Finished,button,1/19/1980,British,2011,4,5/8/2011,istanbul,Istanbul,Turkey,mclaren,British,6.0,3,39,21417
112,20902,846,1,1,9,6,6,8.0,78,01:17.8,154.456,Finished,hamilton,1/7/1985,British,2011,6,5/29/2011,monaco,Monte-Carlo,Monaco,mclaren,British,7.0,1,22,31445
113,20902,846,1,1,9,6,6,8.0,78,01:17.8,154.456,Finished,hamilton,1/7/1985,British,2011,6,5/29/2011,monaco,Monte-Carlo,Monaco,mclaren,British,7.0,2,43,19347
114,20902,846,1,1,9,6,6,8.0,78,01:17.8,154.456,Finished,hamilton,1/7/1985,British,2011,6,5/29/2011,monaco,Monte-Carlo,Monaco,mclaren,British,7.0,3,49,26977
115,20899,846,18,1,2,3,3,15.0,78,01:16.5,157.252,Finished,button,1/19/1980,British,2011,6,5/29/2011,monaco,Monte-Carlo,Monaco,mclaren,British,2.0,1,15,25280
116,20899,846,18,1,2,3,3,15.0,78,01:16.5,157.252,Finished,button,1/19/1980,British,2011,6,5/29/2011,monaco,Monte-Carlo,Monaco,mclaren,British,2.0,2,33,26421
117,20899,846,18,1,2,3,3,15.0,78,01:16.5,157.252,Finished,button,1/19/1980,British,2011,6,5/29/2011,monaco,Monte-Carlo,Monaco,mclaren,British,2.0,3,48,24670
118,21356,865,1,1,3,5,5,10.0,78,01:18.8,152.577,Finished,hamilton,1/7/1985,British,2012,6,5/27/2012,monaco,Monte-Carlo,Monaco,mclaren,British,4.0,1,29,25748
119,21367,865,18,1,12,16,16,0.0,70,01:19.9,150.444,Collision,button,1/19/1980,British,2012,6,5/27/2012,monaco,Monte-Carlo,Monaco,mclaren,British,13.0,1,38,25219
120,21827,885,18,1,9,6,6,8.0,78,01:18.7,152.743,Finished,button,1/19/1980,British,2013,6,5/26/2013,monaco,Monte-Carlo,Monaco,mclaren,British,9.0,1,26,24585
121,21837,885,815,1,7,16,16,0.0,72,01:19.5,151.188,Suspension,perez,1/26/1990,Mexican,2013,6,5/26/2013,monaco,Monte-Carlo,Monaco,mclaren,British,7.0,1,29,24672
122,22245,905,18,1,12,6,6,8.0,77,01:21.0,148.358,+1 Lap,button,1/19/1980,British,2014,6,5/25/2014,monaco,Monte-Carlo,Monaco,mclaren,British,12.0,1,25,25992
123,22249,905,825,1,8,10,10,1.0,77,01:20.7,149.075,+1 Lap,kevin_magnussen,10/5/1992,Danish,2014,6,5/25/2014,monaco,Monte-Carlo,Monaco,mclaren,British,8.0,1,26,28943
124,22654,931,4,1,13,R,19,0.0,41,01:20.5,149.308,Gearbox,alonso,7/29/1981,Spanish,2015,6,5/24/2015,monaco,Monte-Carlo,Monaco,mclaren,British,15.0,1,32,30345
125,22643,931,18,1,10,8,8,4.0,78,01:19.5,151.128,Finished,button,1/19/1980,British,2015,6,5/24/2015,monaco,Monte-Carlo,Monaco,mclaren,British,12.0,1,35,25062
126,22643,931,18,1,10,8,8,4.0,78,01:19.5,151.128,Finished,button,1/19/1980,British,2015,6,5/24/2015,monaco,Monte-Carlo,Monaco,mclaren,British,12.0,2,64,24661
127,23031,953,4,1,9,5,5,10.0,78,01:19.2,151.739,Finished,alonso,7/29/1981,Spanish,2016,6,5/29/2016,monaco,Monte-Carlo,Monaco,mclaren,British,10.0,1,14,25512
128,23031,953,4,1,9,5,5,10.0,78,01:19.2,151.739,Finished,alonso,7/29/1981,Spanish,2016,6,5/29/2016,monaco,Monte-Carlo,Monaco,mclaren,British,10.0,2,32,26836
129,23035,953,18,1,13,9,9,2.0,77,01:19.7,150.786,+1 Lap,button,1/19/1980,British,2016,6,5/29/2016,monaco,Monte-Carlo,Monaco,mclaren,British,13.0,1,8,25766
130,23035,953,18,1,13,9,9,2.0,77,01:19.7,150.786,+1 Lap,button,1/19/1980,British,2016,6,5/29/2016,monaco,Monte-Carlo,Monaco,mclaren,British,13.0,2,30,25450
131,23496,974,18,1,20,R,18,0.0,57,01:16.9,156.194,Collision damage,button,1/19/1980,British,2017,6,5/28/2017,monaco,Monte-Carlo,Monaco,mclaren,British,9.0,1,1,24465
132,23496,974,18,1,20,R,18,0.0,57,01:16.9,156.194,Collision damage,button,1/19/1980,British,2017,6,5/28/2017,monaco,Monte-Carlo,Monaco,mclaren,British,9.0,2,39,26057
133,23494,974,838,1,12,R,16,0.0,66,01:16.7,156.697,Accident,vandoorne,3/26/1992,Belgian,2017,6,5/28/2017,monaco,Monte-Carlo,Monaco,mclaren,British,10.0,1,43,24768
134,23901,994,4,1,7,R,20,0.0,52,01:17.0,155.979,Gearbox,alonso,7/29/1981,Spanish,2018,6,5/27/2018,monaco,Monte-Carlo,Monaco,mclaren,British,7.0,1,19,24241
135,23895,994,838,1,12,14,14,0.0,77,01:16.9,156.291,+1 Lap,vandoorne,3/26/1992,Belgian,2018,6,5/27/2018,monaco,Monte-Carlo,Monaco,mclaren,British,12.0,1,20,26817
136,23895,994,838,1,12,14,14,0.0,77,01:16.9,156.291,+1 Lap,vandoorne,3/26/1992,Belgian,2018,6,5/27/2018,monaco,Monte-Carlo,Monaco,mclaren,British,12.0,2,72,25438
137,20971,849,1,1,10,4,4,12.0,52,01:36.2,220.499,Finished,hamilton,1/7/1985,British,2011,9,7/10/2011,silverstone,Silverstone,UK,mclaren,British,10.0,1,12,25100
138,20971,849,1,1,10,4,4,12.0,52,01:36.2,220.499,Finished,hamilton,1/7/1985,British,2011,9,7/10/2011,silverstone,Silverstone,UK,mclaren,British,10.0,2,24,24065
139,20971,849,1,1,10,4,4,12.0,52,01:36.2,220.499,Finished,hamilton,1/7/1985,British,2011,9,7/10/2011,silverstone,Silverstone,UK,mclaren,British,10.0,3,37,23340
