,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,name_x,date,circuitRef,location,country,constructorRef,nationality_y,position_quali,stop,lap,milliseconds,name,weather,SC Laps
14,20782,841,4,6,5,4,4,12.0,58,01:29.5,213.336,Finished,alonso,7/29/1981,Spanish,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,ferrari,Italian,5.0,2,27,24733,Australian Grand Prix,Dry,
15,20782,841,4,6,5,4,4,12.0,58,01:29.5,213.336,Finished,alonso,7/29/1981,Spanish,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,ferrari,Italian,5.0,3,42,24181,Australian Grand Prix,Dry,
16,20785,841,13,6,8,7,7,6.0,58,01:28.9,214.631,Finished,massa,4/25/1981,Brazilian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,ferrari,Italian,8.0,1,13,23842,Australian Grand Prix,Dry,
17,20785,841,13,6,8,7,7,6.0,58,01:28.9,214.631,Finished,massa,4/25/1981,Brazilian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,ferrari,Italian,8.0,2,31,24500,Australian Grand Prix,Dry,
18,20785,841,13,6,8,7,7,6.0,58,01:28.9,214.631,Finished,massa,4/25/1981,Brazilian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,ferrari,Italian,8.0,3,48,24095,Australian Grand Prix,Dry,
19,20783,841,17,9,3,5,5,10.0,58,01:29.6,213.066,Finished,webber,8/27/1976,Australian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,red_bull,Austrian,3.0,1,11,23426,Australian Grand Prix,Dry,
20,20783,841,17,9,3,5,5,10.0,58,01:29.6,213.066,Finished,webber,8/27/1976,Australian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,red_bull,Austrian,3.0,2,26,22520,Australian Grand Prix,Dry,
21,20783,841,17,9,3,5,5,10.0,58,01:29.6,213.066,Finished,webber,8/27/1976,Australian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,red_bull,Austrian,3.0,3,41,26230,Australian Grand Prix,Dry,
22,20779,841,20,9,1,1,1,25.0,58,01:29.8,212.488,Finished,vettel,7/3/1987,German,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,red_bull,Austrian,1.0,1,14,22603,Australian Grand Prix,Dry,
23,20779,841,20,9,1,1,1,25.0,58,01:29.8,212.488,Finished,vettel,7/3/1987,German,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,red_bull,Austrian,1.0,2,36,24036,Australian Grand Prix,Dry,
24,20786,841,67,5,10,8,8,4.0,57,01:30.8,210.167,+1 Lap,buemi,10/31/1988,Swiss,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,toro_rosso,Italian,10.0,1,15,25342,Australian Grand Prix,Dry,
25,20786,841,67,5,10,8,8,4.0,57,01:30.8,210.167,+1 Lap,buemi,10/31/1988,Swiss,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,toro_rosso,Italian,10.0,2,29,23100,Australian Grand Prix,Dry,
26,20789,841,153,5,12,11,11,0.0,57,01:30.5,211.025,+1 Lap,alguersuari,3/23/1990,Spanish,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,toro_rosso,Italian,12.0,1,1,26898,Australian Grand Prix,Dry,
27,20789,841,153,5,12,11,11,0.0,57,01:30.5,211.025,+1 Lap,alguersuari,3/23/1990,Spanish,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,toro_rosso,Italian,12.0,2,17,24463,Australian Grand Prix,Dry,
28,20789,841,153,5,12,11,11,0.0,57,01:30.5,211.025,+1 Lap,alguersuari,3/23/1990,Spanish,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,toro_rosso,Italian,12.0,3,35,26348,Australian Grand Prix,Dry,
29,20787,841,16,10,16,9,9,2.0,57,01:31.5,208.583,+1 Lap,sutil,1/11/1983,German,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,force_india,Indian,16.0,1,16,25978,Australian Grand Prix,Dry,
30,20787,841,16,10,16,9,9,2.0,57,01:31.5,208.583,+1 Lap,sutil,1/11/1983,German,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,force_india,Indian,16.0,2,37,23871,Australian Grand Prix,Dry,
31,20788,841,814,10,14,10,10,1.0,57,01:31.9,207.641,+1 Lap,resta,4/16/1986,British,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,force_india,Indian,14.0,1,14,24863,Australian Grand Prix,Dry,
32,20788,841,814,10,14,10,10,1.0,57,01:31.9,207.641,+1 Lap,resta,4/16/1986,British,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,force_india,Indian,14.0,2,36,24332,Australian Grand Prix,Dry,
33,20795,841,3,131,7,R,17,0.0,22,01:33.5,204.173,Collision,rosberg,6/27/1985,German,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,mercedes,German,7.0,1,16,23716,Australian Grand Prix,Dry,
34,20797,841,30,131,11,R,19,0.0,19,01:35.3,200.283,Collision,michael_schumacher,1/3/1969,German,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,mercedes,German,11.0,1,1,25021,Australian Grand Prix,Dry,
35,20797,841,30,131,11,R,19,0.0,19,01:35.3,200.283,Collision,michael_schumacher,1/3/1969,German,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,mercedes,German,11.0,2,17,23988,Australian Grand Prix,Dry,
36,20796,841,5,205,19,R,18,0.0,19,01:34.9,201.129,Water leak,kovalainen,10/19/1981,Finnish,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,lotus_racing,Malaysian,19.0,1,17,24865,Australian Grand Prix,Dry,
37,20791,841,15,205,20,13,13,0.0,56,01:32.6,206.275,+2 Laps,trulli,7/13/1974,Italian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,lotus_racing,Malaysian,20.0,1,16,24899,Australian Grand Prix,Dry,
38,20791,841,15,205,20,13,13,0.0,56,01:32.6,206.275,+2 Laps,trulli,7/13/1974,Italian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,lotus_racing,Malaysian,20.0,2,37,24848,Australian Grand Prix,Dry,
39,20793,841,10,166,21,N,15,0.0,49,01:35.8,199.3,+9 Laps,glock,3/18/1982,German,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,virgin,British,21.0,1,18,23792,Australian Grand Prix,Dry,
40,20792,841,816,166,22,14,14,0.0,54,01:34.5,201.969,+4 Laps,ambrosio,12/27/1985,Belgian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,virgin,British,22.0,1,14,25259,Australian Grand Prix,Dry,
41,20792,841,816,166,22,14,14,0.0,54,01:34.5,201.969,+4 Laps,ambrosio,12/27/1985,Belgian,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,virgin,British,22.0,2,38,26446,Australian Grand Prix,Dry,
42,20799,841,155,15,9,D,21,0.0,58,01:30.4,211.218,Disqualified,kobayashi,9/13/1986,Japanese,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,sauber,Swiss,9.0,1,16,24064,Australian Grand Prix,Dry,
43,20799,841,155,15,9,D,21,0.0,58,01:30.4,211.218,Disqualified,kobayashi,9/13/1986,Japanese,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,sauber,Swiss,9.0,2,32,24192,Australian Grand Prix,Dry,
44,20800,841,815,15,13,D,22,0.0,58,01:30.0,212.209,Disqualified,perez,1/26/1990,Mexican,2011,1,Australian Grand Prix,3/27/2011,albert_park,Melbourne,Australia,sauber,Swiss,13.0,1,23,23438,Australian Grand Prix,Dry,
45,21234,860,1,1,1,3,3,15.0,58,01:29.5,213.214,Finished,hamilton,1/7/1985,British,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,mclaren,British,1.0,1,17,22862,Australian Grand Prix,Dry,5.0
46,21234,860,1,1,1,3,3,15.0,58,01:29.5,213.214,Finished,hamilton,1/7/1985,British,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,mclaren,British,1.0,2,36,23464,Australian Grand Prix,Dry,5.0
47,21232,860,18,1,2,1,1,25.0,58,01:29.2,214.053,Finished,button,1/19/1980,British,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,mclaren,British,2.0,1,16,23275,Australian Grand Prix,Dry,5.0
48,21232,860,18,1,2,1,1,25.0,58,01:29.2,214.053,Finished,button,1/19/1980,British,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,mclaren,British,2.0,2,36,22837,Australian Grand Prix,Dry,5.0
49,21244,860,813,3,8,13,13,0.0,57,01:30.3,211.523,Accident,maldonado,3/9/1985,Venezuelan,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,williams,British,8.0,1,16,23427,Australian Grand Prix,Dry,5.0
50,21244,860,813,3,8,13,13,0.0,57,01:30.3,211.523,Accident,maldonado,3/9/1985,Venezuelan,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,williams,British,8.0,2,37,23166,Australian Grand Prix,Dry,5.0
51,21247,860,811,3,14,16,16,0.0,52,01:30.9,210.123,Collision,bruno_senna,10/15/1983,Brazilian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,williams,British,14.0,1,1,24599,Australian Grand Prix,Dry,5.0
52,21247,860,811,3,14,16,16,0.0,52,01:30.9,210.123,Collision,bruno_senna,10/15/1983,Brazilian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,williams,British,14.0,2,30,23777,Australian Grand Prix,Dry,5.0
53,21247,860,811,3,14,16,16,0.0,52,01:30.9,210.123,Collision,bruno_senna,10/15/1983,Brazilian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,williams,British,14.0,3,47,30888,Australian Grand Prix,Dry,5.0
54,21236,860,4,6,12,5,5,10.0,58,01:30.3,211.469,Finished,alonso,7/29/1981,Spanish,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,ferrari,Italian,12.0,1,13,22035,Australian Grand Prix,Dry,5.0
55,21236,860,4,6,12,5,5,10.0,58,01:30.3,211.469,Finished,alonso,7/29/1981,Spanish,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,ferrari,Italian,12.0,2,34,21910,Australian Grand Prix,Dry,5.0
56,21248,860,13,6,16,R,17,0.0,46,01:31.9,207.644,Collision,massa,4/25/1981,Brazilian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,ferrari,Italian,16.0,1,11,22313,Australian Grand Prix,Dry,5.0
57,21248,860,13,6,16,R,17,0.0,46,01:31.9,207.644,Collision,massa,4/25/1981,Brazilian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,ferrari,Italian,16.0,2,28,22528,Australian Grand Prix,Dry,5.0
58,21248,860,13,6,16,R,17,0.0,46,01:31.9,207.644,Collision,massa,4/25/1981,Brazilian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,ferrari,Italian,16.0,3,37,22103,Australian Grand Prix,Dry,5.0
59,21235,860,17,9,5,4,4,12.0,58,01:29.4,213.452,Finished,webber,8/27/1976,Australian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,red_bull,Austrian,5.0,1,14,23302,Australian Grand Prix,Dry,5.0
60,21235,860,17,9,5,4,4,12.0,58,01:29.4,213.452,Finished,webber,8/27/1976,Australian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,red_bull,Austrian,5.0,2,37,22915,Australian Grand Prix,Dry,5.0
61,21233,860,20,9,6,2,2,18.0,58,01:29.4,213.503,Finished,vettel,7/3/1987,German,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,red_bull,Austrian,6.0,1,16,24256,Australian Grand Prix,Dry,5.0
62,21233,860,20,9,6,2,2,18.0,58,01:29.4,213.503,Finished,vettel,7/3/1987,German,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,red_bull,Austrian,6.0,2,37,24131,Australian Grand Prix,Dry,5.0
63,21240,860,817,5,10,9,9,2.0,58,01:30.6,210.733,Finished,ricciardo,7/1/1989,Australian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,toro_rosso,Italian,10.0,1,1,32319,Australian Grand Prix,Dry,5.0
64,21240,860,817,5,10,9,9,2.0,58,01:30.6,210.733,Finished,ricciardo,7/1/1989,Australian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,toro_rosso,Italian,10.0,2,22,23257,Australian Grand Prix,Dry,5.0
65,21240,860,817,5,10,9,9,2.0,58,01:30.6,210.733,Finished,ricciardo,7/1/1989,Australian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,toro_rosso,Italian,10.0,3,38,24348,Australian Grand Prix,Dry,5.0
66,21242,860,818,5,11,11,11,0.0,58,01:30.3,211.476,Finished,vergne,4/25/1990,French,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,toro_rosso,Italian,11.0,1,19,23203,Australian Grand Prix,Dry,5.0
67,21242,860,818,5,11,11,11,0.0,58,01:30.3,211.476,Finished,vergne,4/25/1990,French,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,toro_rosso,Italian,11.0,2,37,23569,Australian Grand Prix,Dry,5.0
68,21241,860,814,10,15,10,10,1.0,58,01:30.6,210.703,Finished,resta,4/16/1986,British,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,force_india,Indian,15.0,1,13,24933,Australian Grand Prix,Dry,5.0
69,21241,860,814,10,15,10,10,1.0,58,01:30.6,210.703,Finished,resta,4/16/1986,British,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,force_india,Indian,15.0,2,33,24579,Australian Grand Prix,Dry,5.0
70,21243,860,3,131,7,12,12,0.0,58,01:30.9,209.948,Finished,rosberg,6/27/1985,German,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,mercedes,German,7.0,1,12,23203,Australian Grand Prix,Dry,5.0
71,21243,860,3,131,7,12,12,0.0,58,01:30.9,209.948,Finished,rosberg,6/27/1985,German,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,mercedes,German,7.0,2,31,23017,Australian Grand Prix,Dry,5.0
72,21237,860,155,15,13,6,6,8.0,58,01:30.6,210.668,Finished,kobayashi,9/13/1986,Japanese,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,sauber,Swiss,13.0,1,13,25346,Australian Grand Prix,Dry,5.0
73,21237,860,155,15,13,6,6,8.0,58,01:30.6,210.668,Finished,kobayashi,9/13/1986,Japanese,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,sauber,Swiss,13.0,2,36,24162,Australian Grand Prix,Dry,5.0
74,21239,860,815,15,22,8,8,4.0,58,01:30.8,210.151,Finished,perez,1/26/1990,Mexican,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,sauber,Swiss,17.0,1,24,23882,Australian Grand Prix,Dry,5.0
75,21249,860,5,207,18,R,18,0.0,38,01:33.7,203.759,Suspension,kovalainen,10/19/1981,Finnish,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,caterham,Malaysian,19.0,1,14,24397,Australian Grand Prix,Dry,5.0
76,21249,860,5,207,18,R,18,0.0,38,01:33.7,203.759,Suspension,kovalainen,10/19/1981,Finnish,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,caterham,Malaysian,19.0,2,34,24580,Australian Grand Prix,Dry,5.0
77,21249,860,5,207,18,R,18,0.0,38,01:33.7,203.759,Suspension,kovalainen,10/19/1981,Finnish,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,caterham,Malaysian,19.0,3,37,28888,Australian Grand Prix,Dry,5.0
78,21250,860,808,207,19,R,19,0.0,34,01:33.2,204.806,Steering,petrov,9/8/1984,Russian,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,caterham,Malaysian,20.0,1,18,24579,Australian Grand Prix,Dry,5.0
79,21238,860,8,208,17,7,7,6.0,58,01:30.8,210.346,Finished,raikkonen,10/17/1979,Finnish,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,lotus_f1,British,18.0,1,19,24881,Australian Grand Prix,Dry,5.0
80,21238,860,8,208,17,7,7,6.0,58,01:30.8,210.346,Finished,raikkonen,10/17/1979,Finnish,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,lotus_f1,British,18.0,2,37,23310,Australian Grand Prix,Dry,5.0
81,21245,860,10,206,20,14,14,0.0,57,01:34.3,202.548,+1 Lap,glock,3/18/1982,German,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,marussia,Russian,21.0,1,20,26322,Australian Grand Prix,Dry,5.0
82,21245,860,10,206,20,14,14,0.0,57,01:34.3,202.548,+1 Lap,glock,3/18/1982,German,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,marussia,Russian,21.0,2,36,25046,Australian Grand Prix,Dry,5.0
83,21246,860,819,206,21,15,15,0.0,53,01:35.0,200.932,+5 Laps,pic,2/15/1990,French,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,marussia,Russian,22.0,1,21,25303,Australian Grand Prix,Dry,5.0
84,21246,860,819,206,21,15,15,0.0,53,01:35.0,200.932,+5 Laps,pic,2/15/1990,French,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,marussia,Russian,22.0,2,35,48984,Australian Grand Prix,Dry,5.0
85,21246,860,819,206,21,15,15,0.0,53,01:35.0,200.932,+5 Laps,pic,2/15/1990,French,2012,1,Australian Grand Prix,3/18/2012,albert_park,Melbourne,Australia,marussia,Russian,22.0,3,51,17088,Australian Grand Prix,Dry,5.0
86,21720,880,18,1,10,9,9,2.0,58,01:30.2,211.654,Finished,button,1/19/1980,British,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,mclaren,British,10.0,1,4,22282,Australian Grand Prix,Dry,
87,21720,880,18,1,10,9,9,2.0,58,01:30.2,211.654,Finished,button,1/19/1980,British,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,mclaren,British,10.0,2,20,23571,Australian Grand Prix,Dry,
88,21720,880,18,1,10,9,9,2.0,58,01:30.2,211.654,Finished,button,1/19/1980,British,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,mclaren,British,10.0,3,37,21538,Australian Grand Prix,Dry,
89,21722,880,815,1,15,11,11,0.0,58,01:29.9,212.294,Finished,perez,1/26/1990,Mexican,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,mclaren,British,15.0,1,16,23677,Australian Grand Prix,Dry,
90,21722,880,815,1,15,11,11,0.0,58,01:29.9,212.294,Finished,perez,1/26/1990,Mexican,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,mclaren,British,15.0,2,23,22004,Australian Grand Prix,Dry,
91,21722,880,815,1,15,11,11,0.0,58,01:29.9,212.294,Finished,perez,1/26/1990,Mexican,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,mclaren,British,15.0,3,41,21705,Australian Grand Prix,Dry,
92,21732,880,813,3,17,R,21,0.0,24,01:32.9,205.465,Spun off,maldonado,3/9/1985,Venezuelan,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,williams,British,17.0,1,10,23099,Australian Grand Prix,Dry,
93,21725,880,822,3,16,14,14,0.0,57,01:30.7,210.594,+1 Lap,bottas,8/28/1989,Finnish,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,williams,British,16.0,1,6,23528,Australian Grand Prix,Dry,
94,21725,880,822,3,16,14,14,0.0,57,01:30.7,210.594,+1 Lap,bottas,8/28/1989,Finnish,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,williams,British,16.0,2,24,23215,Australian Grand Prix,Dry,
95,21725,880,822,3,16,14,14,0.0,57,01:30.7,210.594,+1 Lap,bottas,8/28/1989,Finnish,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,williams,British,16.0,3,40,24060,Australian Grand Prix,Dry,
96,21713,880,4,6,5,2,2,18.0,58,01:29.6,213.162,Finished,alonso,7/29/1981,Spanish,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,ferrari,Italian,5.0,1,9,21792,Australian Grand Prix,Dry,
97,21713,880,4,6,5,2,2,18.0,58,01:29.6,213.162,Finished,alonso,7/29/1981,Spanish,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,ferrari,Italian,5.0,2,20,21606,Australian Grand Prix,Dry,
98,21713,880,4,6,5,2,2,18.0,58,01:29.6,213.162,Finished,alonso,7/29/1981,Spanish,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,ferrari,Italian,5.0,3,39,21704,Australian Grand Prix,Dry,
99,21715,880,13,6,4,4,4,12.0,58,01:30.2,211.558,Finished,massa,4/25/1981,Brazilian,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,ferrari,Italian,4.0,1,8,21754,Australian Grand Prix,Dry,
100,21715,880,13,6,4,4,4,12.0,58,01:30.2,211.558,Finished,massa,4/25/1981,Brazilian,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,ferrari,Italian,4.0,2,23,21511,Australian Grand Prix,Dry,
101,21715,880,13,6,4,4,4,12.0,58,01:30.2,211.558,Finished,massa,4/25/1981,Brazilian,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,ferrari,Italian,4.0,3,36,21509,Australian Grand Prix,Dry,
102,21717,880,17,9,2,6,6,8.0,58,01:29.7,212.753,Finished,webber,8/27/1976,Australian,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,red_bull,Austrian,2.0,1,5,24240,Australian Grand Prix,Dry,
103,21717,880,17,9,2,6,6,8.0,58,01:29.7,212.753,Finished,webber,8/27/1976,Australian,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,red_bull,Austrian,2.0,2,18,21717,Australian Grand Prix,Dry,
104,21717,880,17,9,2,6,6,8.0,58,01:29.7,212.753,Finished,webber,8/27/1976,Australian,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,red_bull,Austrian,2.0,3,38,21515,Australian Grand Prix,Dry,
105,21714,880,20,9,1,3,3,15.0,58,01:30.4,211.16,Finished,vettel,7/3/1987,German,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,red_bull,Austrian,1.0,1,7,21807,Australian Grand Prix,Dry,
106,21714,880,20,9,1,3,3,15.0,58,01:30.4,211.16,Finished,vettel,7/3/1987,German,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,red_bull,Austrian,1.0,2,21,22704,Australian Grand Prix,Dry,
107,21714,880,20,9,1,3,3,15.0,58,01:30.4,211.16,Finished,vettel,7/3/1987,German,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,red_bull,Austrian,1.0,3,37,21596,Australian Grand Prix,Dry,
108,21730,880,817,5,14,R,19,0.0,39,01:30.9,210.063,Hydraulics,ricciardo,7/1/1989,Australian,2013,1,Australian Grand Prix,3/17/2013,albert_park,Melbourne,Australia,toro_rosso,Italian,14.0,1,15,23435,Australian Grand Prix,Dry,
